i;ID_QR;ID_xls;CHACRA_ID_QR;CANAL;LOTE;CHACRA;SUPERFICIE;ID_CAMPAÑA;ACTIVIDAD
459;N4 4 17;N4 4 17;N4;4;17;N4;#N/D;;#N/D
460;N4 4 18;N4 4 18;N4;4;18;N4;#N/D;;#N/D
461;N4 4 19;N4 4 19;N4;4;19;N4;#N/D;;#N/D
462;N4 4 20;N4 4 20;N4;4;20;N4;#N/D;;#N/D
463;N4 4 22;N4 4 22;N4;4;22;N4;#N/D;;#N/D
464;Chacra N5 1 1;N5 5 1;Chacra N5;1;1;N5;4,8;;#N/D
465;N5 1 2;N5 5 2;N5;1;2;N5;5;;#N/D
466;Chacra N5 1 3;N5 5 3;Chacra N5;1;3;N5;3,6;;#N/D
467;N5 1 4;N5 5 4;N5;1;4;N5;3,6;;#N/D
468;Chacra N5 1 5;N5 5 5;Chacra N5;1;5;N5;3,6;;#N/D
469;N5 1 6;N5 5 6;N5;1;6;N5;3,6;;#N/D
470;Chacra N5 1 7;N5 5 7;Chacra N5;1;7;N5;3,6;;#N/D
471;N5 1 8;N5 5 8;N5;1;8;N5;3,6;;#N/D
472;Chacra N5 1 9;N5 5 9;Chacra N5;1;9;N5;3,6;;#N/D
473;N5 1 10;N5 5 10;N5;1;10;N5;3,6;;#N/D
474;Chacra N5 1 11;N5 5 11;Chacra N5;1;11;N5;3,6;;#N/D
475;N5 1 12;N5 5 12;N5;1;12;N5;3,6;;#N/D
476;Chacra N5 1 13;N5 5 13;Chacra N5;1;13;N5;3,6;;#N/D
477;N5 1 14;N5 5 14;N5;1;14;N5;3,6;;#N/D
478;Chacra N5 1 15;N5 5 15;Chacra N5;1;15;N5;3,6;;#N/D
479;N5 1 16;N5 5 16;N5;1;16;N5;3,6;;#N/D
480;Chacra N5 1 17;N5 5 17;Chacra N5;1;17;N5;3,6;;#N/D
481;N5 1 18;N5 5 18;N5;1;18;N5;3,6;;#N/D
482;Chacra N5 1 19;N5 5 19;Chacra N5;1;19;N5;3,6;;#N/D
483;N5 1 20;N5 5 20;N5;1;20;N5;3,6;;#N/D
484;Chacra N5 1 21;N5 5 21;Chacra N5;1;21;N5;3,6;;#N/D
485;N5 1 22;N5 5 22;N5;1;22;N5;3,6;;#N/D
486;Chacra N5 1 23;N5 5 23;Chacra N5;1;23;N5;3,6;;#N/D
487;Chacra N5 1 25;N5 5 25;Chacra N5;1;25;N5;3,6;;#N/D
488;N5 1 27;N5 5 27;N5;1;27;N5;3,6;;#N/D
489;Chacra N5 1 29;N5 5 29;Chacra N5;1;29;N5;3,6;;#N/D
490;Chacra N5 1 31;N5 5 31;Chacra N5;1;31;N5;3,6;;#N/D
491;Chacra N6 1 26;;Chacra N6;1;26;N6;#N/D;;#N/D
492;N6 6 1;N6 6 1;N6;6;1;N6;4,5;;#N/D
493;N6 6 2;N6 6 2;N6;6;2;N6;3,6;;#N/D
494;N6 6 3;;N6;6;3;N6;#N/D;;#N/D
495;N6 6 4;N6 6 4;N6;6;4;N6;3,6;;#N/D
496;N6 6 5;N6 6 5;N6;6;5;N6;3,6;;#N/D
497;N6 6 6;N6 6 6;N6;6;6;N6;3,6;;#N/D
498;N6 6 7;N6 6 7;N6;6;7;N6;3,6;;#N/D
499;N6 6 8;N6 6 8;N6;6;8;N6;3,6;;#N/D
500;N6 6 9;N6 6 9;N6;6;9;N6;3,6;;#N/D
501;N6 6 10;N6 6 10;N6;6;10;N6;3,6;;#N/D
502;N6 6 11;N6 6 11;N6;6;11;N6;3,6;;#N/D
503;N6 6 12;N6 6 12;N6;6;12;N6;3,6;;#N/D
504;N6 6 13;N6 6 13;N6;6;13;N6;3,6;;#N/D
505;N6 6 14;N6 6 14;N6;6;14;N6;3,6;;#N/D
506;N6 6 15;N6 6 15;N6;6;15;N6;3,6;;#N/D
507;N6 6 16;N6 6 16;N6;6;16;N6;3,6;;#N/D
508;N6 6 17;;N6;6;17;N6;#N/D;;#N/D
509;N6 6 18;;N6;6;18;N6;#N/D;;#N/D
510;N6 6 19;;N6;6;19;N6;#N/D;;#N/D
511;N6 6 21;;N6;6;21;N6;#N/D;;#N/D
512;N6 6 22;;N6;6;22;N6;#N/D;;#N/D
513;N6 6 23;;N6;6;23;N6;#N/D;;#N/D
514;N6 6 24;N6 6 24;N6;6;24;N6;3,6;;#N/D
515;N6 6 25;;N6;6;25;N6;#N/D;;#N/D
516;N6 6 27;N6 6 27;N6;6;27;N6;3,6;;#N/D
517;N6 6 28;N6 6 28;N6;6;28;N6;3,6;;#N/D
518;N6 6 29;N6 29;N6;6;29;N6;#N/D;;#N/D
519;N6 6 30;N6 6 30;N6;6;30;N6;3,6;;#N/D
520;N6 6 31;N6 6 31;N6;6;31;N6;3,6;;#N/D
521;N6 6 32;N6 6 32;N6;6;32;N6;3,6;;#N/D
522;N6 6 33;N6 6 33;N6;6;33;N6;3,6;;#N/D
523;N6 6 34;N6 6 34;N6;6;34;N6;3,6;;#N/D
524;N6 6 35;N6 6 35;N6;6;35;N6;3,6;;#N/D
525;N6 6 36;N6 6 36;N6;6;36;N6;3,6;;#N/D
526;N6 6 37;N6 6 37;N6;6;37;N6;3,6;;#N/D
527;N6 6 38;N6 6 38;N6;6;38;N6;3,6;;#N/D
528;N6 6 39;N6 6 39;N6;6;39;N6;3,6;;#N/D
529;N6 6 40;N6 6 40;N6;6;40;N6;3,6;;#N/D
530;N6 6 41;N6 6 41;N6;6;41;N6;3,6;;#N/D
531;N6 6 42;N6 6 42;N6;6;42;N6;3,6;;#N/D
532;N6 6 43;N6 6 43;N6;6;43;N6;3,6;;#N/D
533;N6 6 44;N6 6 44;N6;6;44;N6;3,6;;#N/D
534;N6 6 45;N6 6 45;N6;6;45;N6;3,6;;#N/D
535;N6 6 46;N6 6 46;N6;6;46;N6;3,6;;#N/D
536;N6 6 47;N6 6 47;N6;6;47;N6;3,6;;#N/D
537;N6 6 48;N6 6 48;N6;6;48;N6;3,6;;#N/D
538;Chacra N7 1 1;N7 7 1;Chacra N7;1;1;N7;1,7;N7;ROLLO ALF. MANT.
539;Chacra N7 1 2;N7 7 2;Chacra N7;1;2;N7;5,8;N7;ROLLO ALF. MANT.
540;Chacra N7 1 3;N7 7 3;Chacra N7;1;3;N7;2,9;N7;ROLLO ALF. MANT.
541;Chacra N7 1 4;N7 7 4;Chacra N7;1;4;N7;3,6;N7;ROLLO ALF. MANT.
542;Chacra N7 1 5;N7 7 5;Chacra N7;1;5;N7;3,6;N7;ROLLO ALF. MANT.
543;Chacra N7 1 6;N7 7 6;Chacra N7;1;6;N7;3,6;N7;ROLLO ALF. MANT.
544;Chacra N7 1 7;N7 7 7;Chacra N7;1;7;N7;3,6;N7;ROLLO ALF. MANT.
545;Chacra N7 1 8;N7 7 8;Chacra N7;1;8;N7;3,6;N7;ROLLO ALF. MANT.
546;Chacra N7 1 9;N7 7 9;Chacra N7;1;9;N7;3,6;N7;ROLLO ALF. MANT.
547;Chacra N7 1 10;N7 7 10;Chacra N7;1;10;N7;3,6;N7;ROLLO ALF. MANT.
548;Chacra N7 1 11;N7 7 11;Chacra N7;1;11;N7;3,6;N7;ROLLO ALF. MANT.
549;Chacra N7 1 12;N7 7 12;Chacra N7;1;12;N7;3,6;N7;ROLLO ALF. MANT.
550;Chacra N7 1 13;N7 7 13;Chacra N7;1;13;N7;3,6;N7;ROLLO ALF. MANT.
551;Chacra N7 1 14;N7 7 14;Chacra N7;1;14;N7;3,6;N7;ROLLO ALF. MANT.
552;Chacra N7 1 15;N7 7 15;Chacra N7;1;15;N7;3,6;N7;ROLLO ALF. MANT.
553;Chacra N7 1 16;N7 7 16;Chacra N7;1;16;N7;3,6;N7;ROLLO ALF. MANT.
554;Chacra N7 1 17;N7 7 17;Chacra N7;1;17;N7;3,6;N7;ROLLO ALF. MANT.
555;Chacra N7 1 18;N7 7 18;Chacra N7;1;18;N7;3,6;N7;ROLLO ALF. MANT.
556;Chacra N7 1 19;N7 7 19;Chacra N7;1;19;N7;3,6;N7;ROLLO ALF. MANT.
557;Chacra N7 1 20;N7 7 20;Chacra N7;1;20;N7;3,6;N7;ROLLO ALF. MANT.
558;Chacra N7 1 21;N7 7 21;Chacra N7;1;21;N7;3,6;N7;ROLLO ALF. MANT.
559;Chacra N7 1 22;N7 7 22;Chacra N7;1;22;N7;3,6;N7;ROLLO ALF. MANT.
560;Chacra N7 1 23;N7 7 23;Chacra N7;1;23;N7;3,6;N7;ROLLO ALF. MANT.
561;Chacra N7 1 24;N7 7 24;Chacra N7;1;24;N7;3,6;N7;ROLLO ALF. MANT.
562;Chacra N7 1 25;N7 7 25;Chacra N7;1;25;N7;3,6;N7;ROLLO ALF. MANT.
563;Chacra N7 1 26;N7 7 26;Chacra N7;1;26;N7;3,6;N7;ROLLO ALF. MANT.
564;Chacra N7 1 27;N7 7 27;Chacra N7;1;27;N7;3,6;N7;ROLLO ALF. MANT.
565;Chacra N7 1 29;N7 7 29;Chacra N7;1;29;N7;3,6;N7;ROLLO ALF. MANT.
566;Chacra N7 1 31;N7 7 31;Chacra N7;1;31;N7;2,6;N7;ROLLO ALF. MANT.
567;Chacra N7 1 33;N7 7 33;Chacra N7;1;33;N7;3,6;N7;ROLLO ALF. MANT.
568;Chacra N7 1 34;N7 7 34;Chacra N7;1;34;N7;3,6;N7;ROLLO ALF. MANT.
569;Chacra N7 1 35;N7 7 35;Chacra N7;1;35;N7;3,6;N7;ROLLO ALF. MANT.
570;Chacra N7 1 36;N7 7 36;Chacra N7;1;36;N7;3,6;N7;ROLLO ALF. MANT.
571;Chacra N7 1 37;N7 7 37;Chacra N7;1;37;N7;3,6;N7;ROLLO ALF. MANT.
572;Chacra N7 1 38;N7 7 38;Chacra N7;1;38;N7;3,6;N7;ROLLO ALF. MANT.
573;Chacra N7 1 39;N7 7 39;Chacra N7;1;39;N7;3,6;N7;ROLLO ALF. MANT.
574;Chacra N7 1 40;N7 7 40;Chacra N7;1;40;N7;3,6;N7;ROLLO ALF. MANT.
575;Chacra N7 1 41;N7 7 41;Chacra N7;1;41;N7;3,6;N7;ROLLO ALF. MANT.
576;Chacra N7 1 42;N7 7 42;Chacra N7;1;42;N7;3,6;N7;ROLLO ALF. MANT.
577;Chacra N7 1 43;N7 7 43;Chacra N7;1;43;N7;3,6;N7;ROLLO ALF. MANT.
578;Chacra N7 1 44;N7 7 44;Chacra N7;1;44;N7;3,6;N7;ROLLO ALF. MANT.
579;Chacra N7 1 45;N7 7 45;Chacra N7;1;45;N7;3,6;N7;ROLLO ALF. MANT.
580;Chacra N7 1 46;N7 7 46;Chacra N7;1;46;N7;3,6;N7;ROLLO ALF. MANT.
581;Chacra N7 1 47;N7 7 47;Chacra N7;1;47;N7;3,6;N7;ROLLO ALF. MANT.
582;Chacra N7 1 49;N7 7 49;Chacra N7;1;49;N7;3,6;N7;ROLLO ALF. MANT.
583;Chacra N7 1 51;N7 7 51;Chacra N7;1;51;N7;3,6;N7;ROLLO ALF. MANT.
584;Chacra N7 1 52;N7 7 52;Chacra N7;1;52;N7;3,6;N7;ROLLO ALF. MANT.
585;Chacra N7 1 53;N7 7 53;Chacra N7;1;53;N7;3,6;N7;ROLLO ALF. MANT.
586;Chacra N7 1 54;N7 7 54;Chacra N7;1;54;N7;3,6;N7;ROLLO ALF. MANT.
587;Chacra N7 1 56;N7 7 56;Chacra N7;1;56;N7;3,6;N7;ROLLO ALF. MANT.
588;Chacra N7 1 57;N7 7 57;Chacra N7;1;57;N7;3,6;N7;ROLLO ALF. MANT.
589;Chacra N7 1 58;N7 7 58;Chacra N7;1;58;N7;3,6;N7;ROLLO ALF. MANT.
590;Chacra N7 1 59;N7 7 59;Chacra N7;1;59;N7;3,6;N7;ROLLO ALF. MANT.
591;Chacra N7 1 60;N7 7 60;Chacra N7;1;60;N7;3,6;N7;ROLLO ALF. MANT.
592;Chacra N7 1 62;N7 7 62;Chacra N7;1;62;N7;3,6;N7;ROLLO ALF. MANT.
593;Chacra N8 1 1;N8 8 1;Chacra N8;1;1;N8;1,8;N8;ROLLO ALF. MANT.
594;Chacra N8 1 2;N8 8 2;Chacra N8;1;2;N8;5,2;N8;ROLLO ALF. MANT.
595;Chacra N8 1 3;N8 8 3;Chacra N8;1;3;N8;3,1;N8;ROLLO ALF. MANT.
596;Chacra N8 1 4;N8 8 4;Chacra N8;1;4;N8;3,6;N8;ROLLO ALF. MANT.
597;Chacra N8 1 5;N8 8 5;Chacra N8;1;5;N8;3,6;N8;ROLLO ALF. MANT.
598;Chacra N8 1 6;N8 8 6;Chacra N8;1;6;N8;3,6;N8;ROLLO ALF. MANT.
599;Chacra N8 1 7;N8 8 7;Chacra N8;1;7;N8;3,6;N8;ROLLO ALF. MANT.
600;Chacra N8 1 8;N8 8 8;Chacra N8;1;8;N8;3,6;N8;ROLLO ALF. MANT.
601;Chacra N8 1 9;N8 8 9;Chacra N8;1;9;N8;3,6;N8;ROLLO ALF. MANT.
602;Chacra N8 1 10;N8 8 10;Chacra N8;1;10;N8;3,6;N8;ROLLO ALF. MANT.
603;Chacra N8 1 11;N8 8 11;Chacra N8;1;11;N8;3,6;N8;ROLLO ALF. MANT.
604;Chacra N8 1 12;N8 8 12;Chacra N8;1;12;N8;3,6;N8;ROLLO ALF. MANT.
605;Chacra N8 1 13;N8 8 13;Chacra N8;1;13;N8;3,6;N8;ROLLO ALF. MANT.
606;Chacra N8 1 14;N8 8 14;Chacra N8;1;14;N8;3,6;N8;ROLLO ALF. MANT.
607;Chacra N8 1 15;N8 8 15;Chacra N8;1;15;N8;3,6;N8;ROLLO ALF. MANT.
608;Chacra N8 1 16;N8 8 16;Chacra N8;1;16;N8;3,6;N8;ROLLO ALF. MANT.
609;Chacra N8 1 17;N8 8 17;Chacra N8;1;17;N8;3,6;N8;ROLLO ALF. MANT.
610;Chacra N8 1 18;N8 8 18;Chacra N8;1;18;N8;3,6;N8;ROLLO ALF. MANT.
611;Chacra N8 1 19;N8 8 19;Chacra N8;1;19;N8;3,6;N8;ROLLO ALF. MANT.
612;Chacra N8 1 20;N8 8 20;Chacra N8;1;20;N8;3,6;N8;ROLLO ALF. MANT.
613;Chacra N8 1 21;N8 8 21;Chacra N8;1;21;N8;3,6;N8;ROLLO ALF. MANT.
614;Chacra N8 1 22;N8 8 22;Chacra N8;1;22;N8;3,6;N8;ROLLO ALF. MANT.
615;Chacra N8 1 23;N8 8 23;Chacra N8;1;23;N8;3,6;N8;ROLLO ALF. MANT.
616;Chacra N8 1 24;N8 8 24;Chacra N8;1;24;N8;3,6;N8;ROLLO ALF. MANT.
617;Chacra N8 1 25;N8 8 25;Chacra N8;1;25;N8;3,6;N8;ROLLO ALF. MANT.
618;Chacra N8 1 26;N8 8 26;Chacra N8;1;26;N8;3,6;N8;ROLLO ALF. MANT.
619;Chacra N8 1 27;N8 8 27;Chacra N8;1;27;N8;3,6;N8;ROLLO ALF. MANT.
620;Chacra N8 1 28;N8 8 28;Chacra N8;1;28;N8;3,6;N8;ROLLO ALF. MANT.
621;Chacra N8 1 29;N8 8 29;Chacra N8;1;29;N8;3,6;N8;ROLLO ALF. MANT.
622;Chacra N8 1 30;N8 8 30;Chacra N8;1;30;N8;3,6;N8;ROLLO ALF. MANT.
623;Chacra N8 1 31;N8 8 31;Chacra N8;1;31;N8;3,6;N8;ROLLO ALF. MANT.
624;Chacra N8 1 32;N8 8 32;Chacra N8;1;32;N8;3,6;N8;ROLLO ALF. MANT.
625;Chacra N8 1 33;N8 8 33;Chacra N8;1;33;N8;3,6;N8;ROLLO ALF. MANT.
626;Chacra N8 1 34;N8 8 34;Chacra N8;1;34;N8;3,6;N8;ROLLO ALF. MANT.
627;Chacra N8 1 35;N8 8 35;Chacra N8;1;35;N8;3,6;N8;ROLLO ALF. MANT.
628;Chacra N8 1 36;N8 8 36;Chacra N8;1;36;N8;3,6;N8;ROLLO ALF. MANT.
629;Chacra N8 1 37;N8 8 37;Chacra N8;1;37;N8;3,6;N8;ROLLO ALF. MANT.
630;Chacra N8 1 38;N8 8 38;Chacra N8;1;38;N8;3,6;N8;ROLLO ALF. MANT.
631;Chacra N8 1 39;N8 8 39;Chacra N8;1;39;N8;3,6;N8;ROLLO ALF. MANT.
632;Chacra N8 1 40;N8 8 40;Chacra N8;1;40;N8;3,6;N8;ROLLO ALF. MANT.
633;Chacra N8 1 41;N8 8 41;Chacra N8;1;41;N8;3,6;N8;ROLLO ALF. MANT.
634;Chacra N8 1 42;N8 8 42;Chacra N8;1;42;N8;3,6;N8;ROLLO ALF. MANT.
635;Chacra N8 1 43;N8 8 43;Chacra N8;1;43;N8;3,6;N8;ROLLO ALF. MANT.
636;Chacra N8 1 44;N8 8 44;Chacra N8;1;44;N8;3,6;N8;ROLLO ALF. MANT.
637;Chacra N8 1 45;N8 8 45;Chacra N8;1;45;N8;3,6;N8;ROLLO ALF. MANT.
638;Chacra N8 1 47;N8 8 47;Chacra N8;1;47;N8;3,6;N8;ROLLO ALF. MANT.
639;Chacra N8 1 49;N8 8 49;Chacra N8;1;49;N8;3,6;N8;ROLLO ALF. MANT.
640;Chacra N8 1 51;N8 8 51;Chacra N8;1;51;N8;3,6;N8;ROLLO ALF. MANT.
641;Chacra N8 1 53;N8 8 53;Chacra N8;1;53;N8;3,6;N8;ROLLO ALF. MANT.
642;Chacra N8 1 55;N8 8 55;Chacra N8;1;55;N8;3,6;N8;ROLLO ALF. MANT.
643;Chacra N8 1 57;N8 8 57;Chacra N8;1;57;N8;3,6;N8;ROLLO ALF. MANT.
644;Chacra N8 1 59;N8 8 59;Chacra N8;1;59;N8;3,6;N8;ROLLO ALF. MANT.
645;Chacra N9 1 1;;Chacra N9;1;1;N9;#N/D;;#N/D
646;Chacra N9 1 2;N9 9 2;Chacra N9;1;2;N9;6,2;N9;ROLLO ALF. MANT.
647;Chacra N9 1 4;N9 9 4;Chacra N9;1;4;N9;3,6;N9;ROLLO ALF. MANT.
648;Chacra N9 1 6;N9 9 6;Chacra N9;1;6;N9;3,6;N9;ROLLO ALF. MANT.
649;Chacra N9 1 8;N9 9 8;Chacra N9;1;8;N9;3,6;N9;ROLLO ALF. MANT.
650;N9 1 10;N9 9 10;N9;1;10;N9;3,6;N9;ROLLO ALF. MANT.
651;Chacra N9 1 11;N9 9 11;Chacra N9;1;11;N9;3,1;N9;ROLLO ALF. MANT.
652;Chacra N9 1 12;N9 9 12;Chacra N9;1;12;N9;3,6;N9;ROLLO ALF. MANT.
653;Chacra N9 1 13;N9 9 13;Chacra N9;1;13;N9;3,6;N9;ROLLO ALF. MANT.
654;Chacra N9 1 14;N9 9 14;Chacra N9;1;14;N9;3,6;N9;ROLLO ALF. MANT.
655;Chacra N9 1 15;N9 9 15;Chacra N9;1;15;N9;3,6;N9;ROLLO ALF. MANT.
656;Chacra N9 1 16;N9 9 16;Chacra N9;1;16;N9;3,6;N9;ROLLO ALF. MANT.
657;Chacra N9 1 17;N9 9 17;Chacra N9;1;17;N9;3,6;N9;ROLLO ALF. MANT.
658;Chacra N9 1 18;N9 9 18;Chacra N9;1;18;N9;3,6;N9;ROLLO ALF. MANT.
659;Chacra N9 1 19;N9 9 19;Chacra N9;1;19;N9;3,6;N9;ROLLO ALF. MANT.
660;N9 1 20;N9 9 20;N9;1;20;N9;3,6;N9;ROLLO ALF. MANT.
661;Chacra N9 1 21;N9 9 21;Chacra N9;1;21;N9;3,6;N9;ROLLO ALF. MANT.
662;N9 1 22;N9 9 22;N9;1;22;N9;3,6;N9;ROLLO ALF. MANT.
663;Chacra N9 1 23;N9 9 23;Chacra N9;1;23;N9;3,6;N9;ROLLO ALF. MANT.
664;Chacra N9 1 24;N9 9 24;Chacra N9;1;24;N9;3,6;N9;ROLLO ALF. MANT.
665;Chacra N9 1 25;N9 9 25;Chacra N9;1;25;N9;3,6;N9;ROLLO ALF. MANT.
666;Chacra N9 1 26;N9 9 26;Chacra N9;1;26;N9;3,6;N9;ROLLO ALF. MANT.
667;Chacra N9 1 27;N9 9 27;Chacra N9;1;27;N9;3,6;N9;ROLLO ALF. MANT.
668;Chacra N9 1 29;N9 9 29;Chacra N9;1;29;N9;3,6;N9;ROLLO ALF. MANT.
669;Chacra N9 1 31;N9 9 31;Chacra N9;1;31;N9;3,6;N9;ROLLO ALF. MANT.
670;Chacra N9 1 33;N9 9 33;Chacra N9;1;33;N9;3,6;N9;ROLLO ALF. MANT.
671;Chacra N9 1 35;N9 9 35;Chacra N9;1;35;N9;3,6;N9;ROLLO ALF. MANT.
672;Chacra N9 1 36;N9 9 36;Chacra N9;1;36;N9;3,6;N9;ROLLO ALF. MANT.
673;Chacra N9 1 37;N9 9 37;Chacra N9;1;37;N9;3,6;N9;ROLLO ALF. MANT.
674;Chacra N9 1 38;N9 9 38;Chacra N9;1;38;N9;3,6;N9;ROLLO ALF. MANT.
675;Chacra N9 1 39;N9 9 39;Chacra N9;1;39;N9;3,6;N9;ROLLO ALF. MANT.
676;N9 1 40;N9 9 40;N9;1;40;N9;3,6;N9;ROLLO ALF. MANT.
677;Chacra N9 1 41;N9 9 41;Chacra N9;1;41;N9;3,6;N9;ROLLO ALF. MANT.
678;Chacra N9 1 42;N9 9 42;Chacra N9;1;42;N9;3,6;N9;ROLLO ALF. MANT.
679;Chacra N9 1 43;N9 9 43;Chacra N9;1;43;N9;3,6;N9;ROLLO ALF. MANT.
680;Chacra N9 1 44;N9 9 44;Chacra N9;1;44;N9;3,6;N9;ROLLO ALF. MANT.
681;Chacra N9 1 45;N9 9 45;Chacra N9;1;45;N9;3,6;N9;ROLLO ALF. MANT.
682;Chacra N9 1 46;N9 9 46;Chacra N9;1;46;N9;3,6;N9;ROLLO ALF. MANT.
683;Chacra N9 1 47;N9 9 47;Chacra N9;1;47;N9;3,6;N9;ROLLO ALF. MANT.
684;Chacra N9 1 49;N9 9 49;Chacra N9;1;49;N9;3,6;N9;ROLLO ALF. MANT.
685;Chacra N9 1 51;N9 9 51;Chacra N9;1;51;N9;3,6;N9;ROLLO ALF. MANT.
686;Chacra N9 1 53;N9 9 53;Chacra N9;1;53;N9;3,6;N9;ROLLO ALF. MANT.
687;Chacra N9 1 55;N9 9 55;Chacra N9;1;55;N9;3,6;N9;ROLLO ALF. MANT.
688;Noroeste 1 1;Noreste 1 1;Noroeste;1;1;Noroeste;3,8;NOROESTE 4;P. MANT.
689;Noroeste 1 2;Noreste 1 2;Noroeste;1;2;Noroeste;3,7;NOROESTE 2;VERDEO RYE GRASS
690;Noroeste 1 3;Noreste 1 3;Noroeste;1;3;Noroeste;3,4;NOROESTE 4;P. MANT.
691;Noroeste 1 4;Noreste 1 4;Noroeste;1;4;Noroeste;3,3;NOROESTE 2;VERDEO RYE GRASS
692;Noroeste 1 5;Noreste 1 5;Noroeste;1;5;Noroeste;3,3;NOROESTE 4;P. MANT.
693;Noroeste 1 6;Noreste 1 6;Noroeste;1;6;Noroeste;3,3;NOROESTE 2;VERDEO RYE GRASS
694;Noroeste 1 7;Noreste 1 7;Noroeste;1;7;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
695;Noroeste 1 8;Noreste 1 8;Noroeste;1;8;Noroeste;3,5;NOROESTE 2;VERDEO RYE GRASS
696;Noroeste 1 9;Noreste 1 9;Noroeste;1;9;Noroeste;3,4;NOROESTE 1;P. IMPLAN.
697;Noroeste 1 10;Noreste 1 10;Noroeste;1;10;Noroeste;3,3;NOROESTE 2;VERDEO RYE GRASS
698;Noroeste 1 11;Noreste 1 11;Noroeste;1;11;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
699;Noroeste 1 12;Noreste 1 12;Noroeste;1;12;Noroeste;2,8;NOROESTE 2;VERDEO RYE GRASS
700;Noroeste 1 13;Noreste 1 13;Noroeste;1;13;Noroeste;2,8;NOROESTE 1;P. IMPLAN.
701;Noroeste 2 1;Noreste 2 1;Noroeste;2;1;Noroeste;5,8;NOROESTE 4;P. MANT.
702;Noroeste 2 2;Noreste 2 2;Noroeste;2;2;Noroeste;3,8;NOROESTE 4;P. MANT.
703;Noroeste 2 3;Noreste 2 3;Noroeste;2;3;Noroeste;2,1;NOROESTE 4;P. MANT.
704;Noroeste 2 4;Noreste 2 4;Noroeste;2;4;Noroeste;3,4;NOROESTE 4;P. MANT.
705;Noroeste 2 5;Noreste 2 5;Noroeste;2;5;Noroeste;3,2;NOROESTE 4;P. MANT.
706;Noroeste 2 6;Noreste 2 6;Noroeste;2;6;Noroeste;3,2;NOROESTE 4;P. MANT.
707;Noroeste 2 7;Noreste 2 7;Noroeste;2;7;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
708;Noroeste 2 8;Noreste 2 8;Noroeste;2;8;Noroeste;3,4;NOROESTE 1;P. IMPLAN.
709;Noroeste 2 9;Noreste 2 9;Noroeste;2;9;Noroeste;3,2;NOROESTE 1;P. IMPLAN.
710;Noroeste 2 10;Noreste 2 10;Noroeste;2;10;Noroeste;3,2;NOROESTE 1;P. IMPLAN.
711;Noroeste 2 11;Noreste 2 11;Noroeste;2;11;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
712;Noroeste 2 12;Noreste 2 12;Noroeste;2;12;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
713;Noroeste 2 13;Noreste 2 13;Noroeste;2;13;Noroeste;3,2;NOROESTE 1;P. IMPLAN.
714;Noroeste 2 14;Noreste 2 14;Noroeste;2;14;Noroeste;2,8;NOROESTE 1;P. IMPLAN.
715;Noroeste 2 15;Noreste 2 15;Noroeste;2;15;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
716;Noroeste 2 16;;Noroeste;2;16;Noroeste;#N/D;;#N/D
717;Noroeste 2 17;Noreste 2 17;Noroeste;2;17;Noroeste;2,6;NOROESTE 1;P. IMPLAN.
718;Noroeste 3 1;Noreste 3 1;Noroeste;3;1;Noroeste;1,9;NOROESTE 5;P. MANT.
719;Noroeste 3 2;Noreste 3 2;Noroeste;3;2;Noroeste;2,2;NOROESTE 4;P. MANT.
720;Noroeste 3 3;Noreste 3 3;Noroeste;3;3;Noroeste;3,4;NOROESTE 5;P. MANT.
721;Noroeste 3 4;Noreste 3 4;Noroeste;3;4;Noroeste;3,3;NOROESTE 4;P. MANT.
722;Noroeste 3 5;Noreste 3 5;Noroeste;3;5;Noroeste;3,2;NOROESTE 5;P. MANT.
723;Noroeste 3 6;Noreste 3 6;Noroeste;3;6;Noroeste;3,3;NOROESTE 4;P. MANT.
724;Noroeste 3 7;Noreste 3 7;Noroeste;3;7;Noroeste;3,3;NOROESTE 5;P. MANT.
725;Noroeste 3 8;Noreste 3 8;Noroeste;3;8;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
726;Noroeste 3 9;Noreste 3 9;Noroeste;3;9;Noroeste;3,4;NOROESTE 5;P. MANT.
727;Noroeste 3 10;Noreste 3 10;Noroeste;3;10;Noroeste;3,4;NOROESTE 1;P. IMPLAN.
728;Noroeste 3 11;Noreste 3 11;Noroeste;3;11;Noroeste;3,4;NOROESTE 5;P. MANT.
729;Noroeste 3 12;Noreste 3 12;Noroeste;3;12;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
730;Noroeste 3 13;Noreste 3 13;Noroeste;3;13;Noroeste;3,3;NOROESTE 5;P. MANT.
731;Noroeste 3 14;Noreste 3 14;Noroeste;3;14;Noroeste;3,3;NOROESTE 1;P. IMPLAN.
732;Noroeste 3 15;Noreste 3 15;Noroeste;3;15;Noroeste;2,6;NOROESTE 5;P. MANT.
733;Noroeste 3 16;Noreste 3 16;Noroeste;3;16;Noroeste;2,6;NOROESTE 1;P. IMPLAN.
734;Noroeste 4 1;Noreste 4 1;Noroeste;4;1;Noroeste;2,5;NOROESTE 5;P. MANT.
